"activity" "description" "subject"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "20"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
6 "laying" "24"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "1"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "3"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
1 "walking" "5"
